상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소
MA010120220805930546,자양동녹두빈대떡,,음식,한식,전/부침개,서울특별시 광진구 뚝섬로 626
MA010120220805943204,메이플평생교육원,,교육,기타 교육,그 외 기타 교육기관,서울특별시 광진구 천호대로102길 4
MA010120220805950957,뉴욕골프,,소매,오락용품 소매,운동용품 소매업,서울특별시 광진구 동일로 350
MA010120220805947274,미샵,,수리·개인,이용·미용,미용실,서울특별시 광진구 광장로 60
MA010120220805950118,미오름헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로 413-1
MA010120220805950526,레모니아,,음식,기타 간이,빵/도넛,서울특별시 광진구 광장로 75-1
MA010120220805951834,이오스튜디오,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 능동로 333-1
MA010120220805953373,제일팜,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 능동로13길 75
MA010120220805950574,나섬,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 광장로 1
MA010120220805966189,이룸디자인,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 아차산로78길 75
MA010120220805937237,티라노,,시설관리·임대,고용 알선,상용 인력 공급 및 인사관리 서비스업,서울특별시 광진구 아차산로46길 31
MA010120220805933624,대호렌탈,,시설관리·임대,가정용품 대여,기타 개인/가정용품 대여업,서울특별시 광진구 영화사로3길 78-14
MA010120220805942501,을지,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 아차산로29길 71
MA010120220805938836,바스타,,음식,주점,요리 주점,서울특별시 광진구 아차산로33길 14
MA010120220805934278,행동건축사사무소,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 아차산로40길 13
MA010120220805961979,리코스타코인노래연습장건대,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 광나루로24길 8
MA010120220805957080,오혜숙생활단식해피은찬지사,,소매,식료품 소매,건강보조식품 소매업,서울특별시 광진구 천호대로116길 25
MA010120220805953771,유컴테크,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220805958497,산울림라이브,,음식,한식,백반/한정식,서울특별시 광진구 면목로 195
MA010120220805960580,코카인,,음식,기타 간이,그 외 기타 간이 음식점,서울특별시 광진구 면목로1길 28
MA010120220805957445,로즈필라테스,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 광나루로56길 32
MA010120220805957917,별난만두,,음식,기타 간이,김밥/만두/분식,서울특별시 광진구 아차산로29길 44
MA010120220805957729,디케이기획,,과학·기술,광고,광고 대행업,서울특별시 광진구 뚝섬로26길 37
MA010120220805961413,베베라인,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 구의로 20-1
MA010120220805963287,저스트체대입시,,교육,일반 교육,입시·교과학원,서울특별시 광진구 자양로 142
MA010120220805967429,크라운앤서비스유한책임회사,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 아차산로 229
MA010120220805986790,으뜸공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 구의로 39-1
MA010120220805984338,파크타운공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 광나루로20길 13-8
MA010120220805982127,한갑루짬뽕,,음식,중식,중국집,서울특별시 광진구 동일로 112
MA010120220805987468,제이엘컨설팅,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,서울특별시 광진구 능동로13길 75
MA010120220805982378,속리산흑염소,,음식,한식,기타 한식 음식점,서울특별시 광진구 용마산로4길 16
MA010120220805988145,쥬라기노래방,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 능동로36길 22
MA010120220805956211,빅베어8,,음식,서양식,경양식,서울특별시 광진구 능동로 209
MA010120220805955162,63도씨아트스튜디오,,수리·개인,이용·미용,네일숍,서울특별시 광진구 자양번영로11길 24-3
MA010120220805956467,은행나무집,,음식,한식,백반/한정식,서울특별시 광진구 아차산로69길 20
MA010120220805975043,블루민헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로 590
MA010120220805972536,서울환경,,시설관리·임대,청소·방제,건축물 일반 청소업,서울특별시 광진구 천호대로123길 52
MA010120220805994504,소유식당,,음식,한식,백반/한정식,서울특별시 광진구 긴고랑로13길 5
MA010120220805996397,모아드,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 군자로 4
MA010120220805989747,할매순대국,,음식,한식,국/탕/찌개류,서울특별시 광진구 광장로 77
MA010120220805990069,워시엔조이건대,,수리·개인,세탁,셀프 빨래방,서울특별시 광진구 아차산로40길 41
MA010120220805991503,스마일공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로61길 13
MA010120220805993010,슈가교육,,교육,교육 지원,기타 교육지원 서비스업,서울특별시 광진구 아차산로 612
MA010120220806001655,창조수학제2관학원,,교육,일반 교육,입시·교과학원,서울특별시 광진구 광나루로 582
MA010120220805999108,시니어벤처협회,,교육,기타 교육,직원 훈련기관,서울특별시 광진구 자양로 135
MA010120220805999180,광진우리동네자전거포,,소매,오락용품 소매,자전거 소매업,서울특별시 광진구 자양로19길 70
MA010120220806022483,피씨트리,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220806024161,히읗히읗,,음식,비알코올 ,카페,서울특별시 광진구 군자로10길 14-15
MA010120220805988397,스즈키준,,수리·개인,모터사이클 수리,모터사이클 수리업,서울특별시 광진구 동일로 220
MA010120220806026996,프레쉬,,예술·스포츠,유원지·오락,기타 오락장,서울특별시 광진구 아차산로51길 8
MA010120220806019561,휴대폰대통령,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 능동로 283-4
MA010120220806038678,플랜커뮤니케이션광진지점,,교육,기타 교육,기타 기술/직업 훈련학원,서울특별시 광진구 자양번영로5길 8
MA010120220806032922,귀소,,음식,한식,백반/한정식,서울특별시 광진구 뚝섬로23길 3
MA010120220806042494,파인힐여관,,숙박,일반 숙박,여관/모텔,서울특별시 광진구 용마산로 192
MA010120220806044296,제일치과의원,,보건의료,의원,치과의원,서울특별시 광진구 면목로 130
MA010120220806028661,신헬스케어,,예술·스포츠,스포츠 서비스,헬스장,서울특별시 광진구 아차산로 345
MA010120220806027283,작은사치헤어살롱,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로 161
MA010120220806030132,은주헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 면목로 120
MA010120220806057535,드가헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로 585
MA010120220806058416,하루,,음식,한식,백반/한정식,서울특별시 광진구 구의로 9
MA010120220806061745,동선인테리어,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 뚝섬로54길 50
MA010120220806097236,JHSTUDIOS,,과학·기술,광고,광고 대행업,서울특별시 광진구 아차산로46가길 19
MA010120220806117848,카페리브93,,음식,비알코올 ,카페,서울특별시 광진구 구의강변로 93
MA010120220806119487,술마시는뮤직노래방,,음식,주점,일반 유흥 주점,서울특별시 광진구 구의로 72
MA010120220806119777,황제바베큐,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 뚝섬로56길 25
MA010120220806141435,나라인력,,시설관리·임대,고용 알선,고용 알선업,서울특별시 광진구 자양로13길 107
MA010120220806140968,아트앤하트구의미술교습소,,교육,기타 교육,미술학원,서울특별시 광진구 광나루로39길 11
MA010120220806163519,지구상사,,음식,주점,생맥주 전문,서울특별시 광진구 아차산로33길 27
MA010120220806167242,더마실카페,,음식,비알코올 ,카페,서울특별시 광진구 긴고랑로 41
MA010120220806167128,서울광진경찰서복지회,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 자양로 167
MA010120220806162778,살롱드윤,,수리·개인,이용·미용,미용실,서울특별시 광진구 용마산로3길 13
MA010120220806164512,머더파커,,예술·스포츠,유원지·오락,기타 오락장,서울특별시 광진구 아차산로 213
MA010120220806230147,참진댄스스포츠,,교육,기타 교육,레크리에이션 교육기관,서울특별시 광진구 동일로60길 40
MA010120220806239902,이찌방이야기,,음식,주점,요리 주점,서울특별시 광진구 동일로22길 57
MA010120220806240467,괴르츠,,음식,주점,요리 주점,서울특별시 광진구 아차산로78길 110
MA010120220806240759,몽움,,음식,주점,요리 주점,서울특별시 광진구 아차산로25길 24
MA010120220806240726,세븐일레븐군자역점,,소매,종합 소매,편의점,서울특별시 광진구 천호대로 533
MA010120220806240758,렌느,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 천호대로 550
MA010120220806213592,월곡단청공방,,소매,장식품 소매,예술품 소매업,서울특별시 광진구 아차산로 317
MA010120220806219667,Y기획,,과학·기술,광고,광고 대행업,서울특별시 광진구 자양로 73
MA010120220806268873,새열린공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로18길 65
MA010120220806257447,조이뮤지엄,,교육,교육 지원,기타 교육지원 서비스업,서울특별시 광진구 아차산로78길 72
MA010120220806284910,허씨정통중경마라쌍궈,,음식,중식,마라탕/훠궈,서울특별시 광진구 아차산로30길 17
MA010120220806163169,플러스공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 면목로 71
MA010120220806161098,대원철물,,소매,철물·건설자재 소매,철물/공구 소매업,서울특별시 광진구 능동로48길 36
MA010120220806159937,굽네치킨중곡4동,,음식,기타 간이,치킨,서울특별시 광진구 영화사로 47
MA010120220806164216,주하객잔,,음식,중식,중국집,서울특별시 광진구 아차산로78길 170
MA010120220806158248,비밀의화원,,예술·스포츠,유원지·오락,기타 오락장,서울특별시 광진구 아차산로 235
MA010120220806164191,선경등산복,,소매,식료품 소매,반찬/식료품 소매업,서울특별시 광진구 뚝섬로30길 23
MA010120220806158053,뉴엘리트부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로 321-1
MA010120220806156549,그린레벨,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 천호대로136길 61
MA010120220806188435,블루픽,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,서울특별시 광진구 자양로18길 91
MA010120220806159780,소문난왕족발,,음식,한식,족발/보쌈,서울특별시 광진구 자양로53길 118
MA010120220806161880,서양반주식당,,음식,서양식,경양식,서울특별시 광진구 뚝섬로52가길 16
MA010120220806340420,디어네일,,수리·개인,이용·미용,네일숍,서울특별시 광진구 뚝섬로 635
MA010120220806313197,와이즈앤와이즈,,과학·기술,시장 조사,시장 조사 및 여론 조사업,서울특별시 광진구 강변역로4길 68
